"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12880","TC12 - Find Transaction Button Visibility","chromium","2026-05-27","passed","2026-05-27","Find Transactions Module","findTransaction\findTransactions.spec.js","",""
"","6831","TC07 - Unauthorized Access Validation","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","8331","TC14 - Registration Form Reset Validation","chromium","2026-05-27","passed","2026-05-27","Registration Module","registration\registration.spec.js","",""
"","8578","TC04 - Empty Credentials","chromium","2026-05-27","passed","2026-05-27","","authentication\authentication.spec.js","",""
"","7583","TC10 - Invalid SSN Validation","chromium","2026-05-27","passed","2026-05-27","Registration Module","registration\registration.spec.js","",""
"","3","TC15 - UI Validation","chromium","2026-05-26","failed","2026-05-26","Find Transactions Module","findTransaction\findTransaction.spec.js","",""
"","13976","TC01 - Valid bill Payment","chromium","2026-05-27","passed","2026-05-27","Bill Pay Module","billPay\billPay.spec.js","",""
"","6","TC05 - Search By Amount","chromium","2026-05-26","failed","2026-05-26","Find Transactions Module","findTransaction\findTransaction.spec.js","",""
"","4","TC07 - Empty Transaction Search","chromium","2026-05-26","failed","2026-05-26","Find Transactions Module","findTransaction\findTransaction.spec.js","",""
"","14606","TC10 - Unauthorized Access Validation","chromium","2026-05-27","passed","2026-05-27","Transfer Funds Module","transferFunds\transferFunds.spec.js","",""
"","7936","TC14 - Workflow Validation","chromium","2026-05-27","passed","2026-05-27","Loan Request Module","loanRequest\loanRequest.spec.js","",""
"","8406","TC11 - Savings Account Synchronization","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","6807","TC14 - Page Refresh Validation","chromium","2026-05-27","passed","2026-05-27","Transfer Funds Module","transferFunds\transferFunds.spec.js","",""
"","10022","TC11 - UI Validation","chromium","2026-05-27","passed","2026-05-27","Transfer Funds Module","transferFunds\transferFunds.spec.js","",""
"","7682","TC01 - Open Savings Account","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","7751","TC12 - Complete Registration Flow","chromium","2026-05-27","passed","2026-05-27","Registration Module","registration\registration.spec.js","",""
"","10070","TC04 - Invalid Date Format","chromium","2026-05-27","passed","2026-05-27","Find Transactions Module","findTransaction\findTransactions.spec.js","",""
"","7314","TC06 - Invalid Password Login","chromium","2026-05-27","passed","2026-05-27","","authentication\authentication.spec.js","",""
"","4805","TC11 - Username Validation","chromium","2026-05-27","passed","2026-05-27","Registration Module","registration\registration.spec.js","",""
"","12210","TC02 - Invalid Transaction ID","chromium","2026-05-27","passed","2026-05-27","Find Transactions Module","findTransaction\findTransactions.spec.js","",""
"","7235","TC03 - Transfer Page Visibility","chromium","2026-05-27","passed","2026-05-27","Transfer Funds Module","transferFunds\transferFunds.spec.js","",""
"","5645","TC08 - Session Persistence Validation","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","5381","TC07 - Password Masking Validation","chromium","2026-05-27","passed","2026-05-27","","authentication\authentication.spec.js","",""
"","4","TC09 - Transaction ID Field Visibility","chromium","2026-05-26","failed","2026-05-26","Find Transactions Module","findTransaction\findTransaction.spec.js","",""
"","11500","TC14 - Unauthorized Access Validation","chromium","2026-05-27","passed","2026-05-27","Find Transactions Module","findTransaction\findTransactions.spec.js","",""
"","11732","TC05 - Verify Account Details Navigation","chromium","2026-05-27","passed","2026-05-27","Accounts Overview Module","accountOverview\accountOverview.spec.js","",""
"","7916","TC02 - Open Current Account","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","19381","TC01 - Valid Fund Transfer","chromium","2026-05-27","passed","2026-05-27","Transfer Funds Module","transferFunds\transferFunds.spec.js","",""
"","12305","TC08 - Multiple Login Attempts","chromium","2026-05-27","passed","2026-05-27","","authentication\authentication.spec.js","",""
"","7197","TC12 - Transfer Workflow","chromium","2026-05-27","passed","2026-05-27","Transfer Funds Module","transferFunds\transferFunds.spec.js","",""
"","9185","TC02 - Invalid Login","chromium","2026-05-27","passed","2026-05-27","","authentication\authentication.spec.js","",""
"","26831","TC12 - Concurrent Login Validation","chromium","2026-05-27","passed","2026-05-27","","authentication\authentication.spec.js","",""
"","3","TC11 - Date Field Visibility","chromium","2026-05-26","failed","2026-05-26","Find Transactions Module","findTransaction\findTransaction.spec.js","",""
"","7336","TC10 - From Account Dropdown Validation","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","9840","TC07 - Send Payment Button","chromium","2026-05-27","passed","2026-05-27","Bill Pay Module","billPay\billPay.spec.js","",""
"","4","TC06 - Invalid Amount","chromium","2026-05-26","failed","2026-05-26","Find Transactions Module","findTransaction\findTransaction.spec.js","",""
"","7416","TC08 - Amount Field Visibility","chromium","2026-05-27","passed","2026-05-27","Bill Pay Module","billPay\billPay.spec.js","",""
"","16730","TC02 - Decimal Amount Transfer","chromium","2026-05-27","passed","2026-05-27","Transfer Funds Module","transferFunds\transferFunds.spec.js","",""
"","11939","TC13 - Session Persistence Validation","chromium","2026-05-27","passed","2026-05-27","Find Transactions Module","findTransaction\findTransactions.spec.js","",""
"","6574","TC04 - Password Mismatch","chromium","2026-05-27","passed","2026-05-27","Registration Module","registration\registration.spec.js","",""
"","10602","TC09 - Bill Payment Confirmation","chromium","2026-05-27","passed","2026-05-27","Bill Pay Module","billPay\billPay.spec.js","",""
"","8708","TC09 - Apply Button Visibility","chromium","2026-05-27","passed","2026-05-27","Loan Request Module","loanRequest\loanRequest.spec.js","",""
"","9299","TC06 - Open Account Workflow","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","7971","TC01 - Valid Registration","chromium","2026-05-27","passed","2026-05-27","Registration Module","registration\registration.spec.js","",""
"","8689","TC13 - UI Validation","chromium","2026-05-27","passed","2026-05-27","Loan Request Module","loanRequest\loanRequest.spec.js","",""
"","8329","TC05 - Empty Down Payment","chromium","2026-05-27","passed","2026-05-27","Loan Request Module","loanRequest\loanRequest.spec.js","",""
"","13764","TC15 - Verify Account Overview Workflow","chromium","2026-05-27","passed","2026-05-27","Accounts Overview Module","accountOverview\accountOverview.spec.js","",""
"","6075","TC12 - Unauthorized Access Validation","chromium","2026-05-27","passed","2026-05-27","Loan Request Module","loanRequest\loanRequest.spec.js","",""
"","8634","TC15 - Open Account Navigation Validation","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","6744","TC06 - Invalid Amount","chromium","2026-05-27","passed","2026-05-27","Find Transactions Module","findTransaction\findTransactions.spec.js","",""
"","6962","TC07 - Loan Amount Field Visibility","chromium","2026-05-27","passed","2026-05-27","Loan Request Module","loanRequest\loanRequest.spec.js","",""
"","7838","TC14 - New Account ID Validation","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","10623","TC13 - Verify Balance Format","chromium","2026-05-27","passed","2026-05-27","Accounts Overview Module","accountOverview\accountOverview.spec.js","",""
"","8352","TC12 - UI Validation","chromium","2026-05-27","passed","2026-05-27","Bill Pay Module","billPay\billPay.spec.js","",""
"","11583","TC12 - Verify Account Synchronization","chromium","2026-05-27","passed","2026-05-27","Accounts Overview Module","accountOverview\accountOverview.spec.js","",""
"","14788","TC13 - Transfer Page URL Validation","chromium","2026-05-27","passed","2026-05-27","Transfer Funds Module","transferFunds\transferFunds.spec.js","",""
"","6232","TC03 - Empty Fields Validation","chromium","2026-05-27","passed","2026-05-27","Registration Module","registration\registration.spec.js","",""
"","11017","TC02 - decimal Amount payment","chromium","2026-05-27","passed","2026-05-27","Bill Pay Module","billPay\billPay.spec.js","",""
"","7639","TC03 - Empty Loan Amount","chromium","2026-05-27","passed","2026-05-27","Loan Request Module","loanRequest\loanRequest.spec.js","",""
"","9455","TC04 - Invalid Down Payment","chromium","2026-05-27","passed","2026-05-27","Loan Request Module","loanRequest\loanRequest.spec.js","",""
"","6707","TC05 - Amount Field Visible","chromium","2026-05-27","passed","2026-05-27","Transfer Funds Module","transferFunds\transferFunds.spec.js","",""
"","7089","TC14 - Login Page Refresh Validation","chromium","2026-05-27","passed","2026-05-27","","authentication\authentication.spec.js","",""
"","9626","TC15 - Loan Request URL Validation","chromium","2026-05-27","passed","2026-05-27","Loan Request Module","loanRequest\loanRequest.spec.js","",""
"","4","TC08 - Find Transactions Page Visibility","chromium","2026-05-26","failed","2026-05-26","Find Transactions Module","findTransaction\findTransaction.spec.js","",""
"","9712","TC07 - Verify Account Table Visibility","chromium","2026-05-27","passed","2026-05-27","Accounts Overview Module","accountOverview\accountOverview.spec.js","",""
"","6285","TC09 - Open Account Button Visibility","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","7545","TC06 - Bill Pay Page Visibility","chromium","2026-05-27","passed","2026-05-27","Bill Pay Module","billPay\billPay.spec.js","",""
"","10132","TC01 - Verify Accounts Overview Page","chromium","2026-05-27","passed","2026-05-27","Accounts Overview Module","accountOverview\accountOverview.spec.js","",""
"","8882","TC05 - Account Number Visibility","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","5958","TC06 - Invalid ZIP Code","chromium","2026-05-27","passed","2026-05-27","Registration Module","registration\registration.spec.js","",""
"","17639","TC13 - Direct URL Access After Logout","chromium","2026-05-27","passed","2026-05-27","","authentication\authentication.spec.js","",""
"","10276","TC08 - Transfer Confirmation Validation","chromium","2026-05-27","passed","2026-05-27","Transfer Funds Module","transferFunds\transferFunds.spec.js","",""
"","6644","TC07 - Mandatory Fields Validation","chromium","2026-05-27","passed","2026-05-27","Registration Module","registration\registration.spec.js","",""
"","8995","TC04 - Payee Name Visibility","chromium","2026-05-27","passed","2026-05-27","Bill Pay Module","billPay\billPay.spec.js","",""
"","11658","TC10 - Amount Field Visibility","chromium","2026-05-27","passed","2026-05-27","Find Transactions Module","findTransaction\findTransactions.spec.js","",""
"","9","TC04 - Invalid Date Format","chromium","2026-05-26","failed","2026-05-26","Find Transactions Module","findTransaction\findTransaction.spec.js","",""
"","3027","TC11 - Unauthorized Access Validation","chromium","2026-05-27","passed","2026-05-27","","authentication\authentication.spec.js","",""
"","9568","TC10 - Loan Approval Validation","chromium","2026-05-27","passed","2026-05-27","Loan Request Module","loanRequest\loanRequest.spec.js","",""
"","5846","TC08 - Special Characters Validation","chromium","2026-05-27","passed","2026-05-27","Registration Module","registration\registration.spec.js","",""
"","10453","TC09 - Verify Accounts Overview URL","chromium","2026-05-27","passed","2026-05-27","Accounts Overview Module","accountOverview\accountOverview.spec.js","",""
"","60120","TC03 - Search By Date","chromium","2026-05-26","broken","2026-05-26","Find Transactions Module","findTransaction\findTransaction.spec.js","",""
"","3","TC10 - Amount Field Visibility","chromium","2026-05-26","failed","2026-05-26","Find Transactions Module","findTransaction\findTransaction.spec.js","",""
"","14050","TC09 - Transaction ID Field Visibility","chromium","2026-05-27","passed","2026-05-27","Find Transactions Module","findTransaction\findTransactions.spec.js","",""
"","11659","TC08 - Find Transactions Page Visibility","chromium","2026-05-27","passed","2026-05-27","Find Transactions Module","findTransaction\findTransactions.spec.js","",""
"","14376","TC10 - Remember Me Validation","chromium","2026-05-27","passed","2026-05-27","","authentication\authentication.spec.js","",""
"","6186","TC03 - Empty Amount Validation","chromium","2026-05-27","passed","2026-05-27","Bill Pay Module","billPay\billPay.spec.js","",""
"","10880","TC01 - Search By Valid Transaction ID","chromium","2026-05-27","passed","2026-05-27","Find Transactions Module","findTransaction\findTransactions.spec.js","",""
"","8124","TC10 - Verify Session Persistence","chromium","2026-05-27","passed","2026-05-27","Accounts Overview Module","accountOverview\accountOverview.spec.js","",""
"","16397","TC03 - Logout Validation","chromium","2026-05-27","passed","2026-05-27","","authentication\authentication.spec.js","",""
"","7304","TC13 - UI Validation","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","60161","TC02 - Invalid Transaction ID","chromium","2026-05-26","broken","2026-05-26","Find Transactions Module","findTransaction\findTransaction.spec.js","",""
"","11574","TC09 - Session Persistence Validation","chromium","2026-05-27","passed","2026-05-27","Transfer Funds Module","transferFunds\transferFunds.spec.js","",""
"","10466","TC04 - Multiple Accounts Creation","chromium","2026-05-27","passed","2026-05-27","Open Account Module","openAccount\openAccount.spec.js","",""
"","5672","TC03 - Verify Account Number Visible","chromium","2026-05-27","passed","2026-05-27","Accounts Overview Module","accountOverview\accountOverview.spec.js","",""
"","10939","TC11 - Session Persistence Validation","chromium","2026-05-27","passed","2026-05-27","Loan Request Module","loanRequest\loanRequest.spec.js","",""
"","10050","TC03 - Search By Date","chromium","2026-05-27","passed","2026-05-27","Find Transactions Module","findTransaction\findTransactions.spec.js","",""
